Poll_spec,Poll_order,Julian_day,Plant_spec,Freq,Ele_m,Lat,Lon,Period
Nomada spp.,Hymenoptera,147,Prunus virginiana var. melanocarpa,1,2310.81665,38.85499301,-104.940977,Present
Nomada spp.,Hymenoptera,156,Packera fendleri,1,2286.803955,38.85504398,-104.940664,Present
Nomada spp.,Hymenoptera,162,Packera fendleri,1,2268.719727,38.85539199,-104.940497,Present
Nomada spp.,Hymenoptera,153,Packera fendleri,1,2198.330811,38.86559897,-104.940414,Present
Nomada spp.,Hymenoptera,153,Packera fendleri,1,2198.330811,38.86559897,-104.940414,Present
Lycaena arota,Lepidoptera,213,Berteroa incana,1,2465.390137,38.93408197,-105.029889,Present
Lycaena rubidus,Lepidoptera,204,Potentilla fruticosa,1,2791.767578,38.92753101,-105.047873,Present
Nomada spp.,Hymenoptera,153,Packera fendleri,1,2198.330811,38.86559897,-104.940414,Present
Paratrytone snowi,Lepidoptera,213,Delphinium ramosum,1,2662.879883,38.897617,-105.00834,Present
Poanes taxiles,Lepidoptera,213,Delphinium ramosum,1,2662.879883,38.897617,-105.00834,Present
Myrmica incompleta,Hymenoptera,158,Antennaria parvifolia,1,2706.161377,38.89823399,-105.012639,Present
Agrotina sp.,Lepidoptera,207,Cirsium scariosum/scopulorum,1,3601.288818,38.87629797,-105.065276,Present
Agrotis spp.,Lepidoptera,197,Hymenoxys grandiflora,1,3595.927979,38.87655697,-105.065382,Present
Phyciodes pulchella,Lepidoptera,158,Antennaria parvifolia,1,2706.161377,38.89823399,-105.012639,Present
Amphipyra sp.,Lepidoptera,222,Chamaenerion angustifolium,1,3207.251221,38.89265802,-105.066208,Present
Pseudopanurgus spp.,Hymenoptera,204,Frasera speciosa,1,2787.816895,38.92766504,-105.047627,Present
Megachile melanophaea,Hymenoptera,187,Rubus idaeus,1,2725.018066,38.904592,-105.012807,Present
Iteaphila spp.,Diptera,181,Rubus deliciosus,1,2738.47876,38.90452,-105.012848,Present
Sarcophagidae spp.,Diptera,181,Rubus deliciosus,1,2738.47876,38.90452,-105.012848,Present
Toxomerus marginatus,Diptera,207,Campanula rapunculoides,1,2002.360718,38.85580396,-104.926978,Present
Trichopsomyia sp.,Diptera,165,Rubus deliciosus,1,2677.313232,38.90333204,-105.008589,Present
Archytas sp.,Diptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Pseudopanurgus spp.,Hymenoptera,216,Geranium caespitosum,1,2695.313965,38.92814197,-105.048262,Present
Nomada spp.,Hymenoptera,156,Packera fendleri,1,2262.757324,38.85554496,-104.940143,Present
Nomada spp.,Hymenoptera,142,Packera fendleri,1,2239.29907,38.85557,-104.94012,Present
Nomada spp.,Hymenoptera,146,Prunus pensylvanica,1,2117.233887,38.85180202,-104.938508,Present
Nomada spp.,Hymenoptera,142,Prunus virginiana var. melanocarpa,1,2138.91357,38.853565,-104.93818,Present
Hylaeus affinis,Hymenoptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Hylaeus affinis,Hymenoptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Hylaeus basalis,Hymenoptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Hylaeus basalis,Hymenoptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Hylaeus modestus,Hymenoptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Hylaeus verticalis,Hymenoptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Nomada spp.,Hymenoptera,142,Prunus virginiana var. melanocarpa,1,2144.427734,38.85360598,-104.938178,Present
Hylaeus verticalis,Hymenoptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Euxoa spp.,Lepidoptera,199,Cirsium scariosum/scopulorum,1,3585.891113,38.87629,-105.064521,Present
Formica (fusca group) spp.,Hymenoptera,181,Rubus deliciosus,1,2738.47876,38.90452,-105.012848,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Euxoa spp.,Lepidoptera,221,Senecio atratus,3,3111.892578,38.89515599,-105.062072,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Lasioglossum (Evylaeus) spp.,Hymenoptera,181,Rubus deliciosus,1,2738.47876,38.90452,-105.012848,Present
Euxoa spp.,Lepidoptera,197,Cirsium scariosum/scopulorum,1,3568.830078,38.87514696,-105.063758,Present
Noctuidae spp.,Lepidoptera,172,Geum rossii var. turbinatum,1,3800.360107,38.86432903,-105.083552,Present
Noctuidae spp.,Lepidoptera,220,Rhodiola rhodantha,1,3919.822266,38.86187699,-105.069148,Present
Noctuidae spp.,Lepidoptera,220,Rhodiola rhodantha,1,3919.822266,38.86187699,-105.069148,Present
Noctuidae spp.,Lepidoptera,220,Rhodiola rhodantha,1,3919.822266,38.86187699,-105.069148,Present
Noctuidae spp.,Lepidoptera,220,Bistorta bistortoides,1,3917.20874,38.861706,-105.06918,Present
Noctuidae spp.,Lepidoptera,220,Bistorta bistortoides,1,3917.20874,38.861706,-105.06918,Present
Noctuidae spp.,Lepidoptera,220,Rhodiola rhodantha,1,3917.20874,38.861706,-105.06918,Present
Noctuidae spp.,Lepidoptera,172,Cymopterus humilis,1,3769.032959,38.86448099,-105.084549,Present
Noctuidae spp.,Lepidoptera,192,Hymenoxys grandiflora,1,3574.934814,38.87654004,-105.064362,Present
Noctuidae spp.,Lepidoptera,220,Minuartia obtusiloba,1,3926.702881,38.86129403,-105.06843,Present
Noctuidae spp.,Lepidoptera,220,Tonestus pygmaeus,1,3926.070557,38.86246799,-105.069474,Present
Noctuidae spp.,Lepidoptera,220,Rhodiola rhodantha,1,3917.20874,38.861706,-105.06918,Present
Noctuidae spp.,Lepidoptera,215,Rhodiola rhodantha,1,3931.076172,38.862339,-105.06871,Present
Noctuidae spp.,Lepidoptera,215,Rhodiola rhodantha,1,3931.076172,38.862339,-105.06871,Present
Boloria chariclea,Lepidoptera,215,Rhodiola rhodantha,1,3885.84668,38.86105103,-105.07085,Present
Noctuidae spp.,Lepidoptera,215,Rhodiola rhodantha,1,3931.076172,38.862339,-105.06871,Present
Noctuidae spp.,Lepidoptera,215,Bistorta bistortoides,1,3900.806396,38.86115899,-105.070287,Present
Boloria chariclea,Lepidoptera,215,Bistorta bistortoides,1,3879.846924,38.86105296,-105.071265,Present
Boloria chariclea,Lepidoptera,215,Bistorta bistortoides,1,3879.846924,38.86105296,-105.071265,Present
Noctuidae spp.,Lepidoptera,215,Pedicularis parryi,1,3911.296875,38.86128103,-105.06985,Present
Lasioglossum (Lasioglossum) spp.,Hymenoptera,181,Rubus deliciosus,1,2738.47876,38.90452,-105.012848,Present
Noctuidae spp.,Lepidoptera,215,Rhodiola rhodantha,1,3911.296875,38.86128103,-105.06985,Present
Noctuidae spp.,Lepidoptera,215,Rhodiola rhodantha,1,3911.296875,38.86128103,-105.06985,Present
Noctuidae spp.,Lepidoptera,215,Rhodiola rhodantha,1,3911.296875,38.86128103,-105.06985,Present
Noctuidae spp.,Lepidoptera,216,Mertensia lanceolata,1,3478.025879,38.87654699,-105.076004,Present
Noctuidae spp.,Lepidoptera,220,Castilleja occidentalis,1,3914.317627,38.86168798,-105.06922,Present
Noctuidae spp.,Lepidoptera,220,Rhodiola rhodantha,1,3914.317627,38.86168798,-105.06922,Present
Boloria chariclea,Lepidoptera,215,Bistorta vivipara,1,3887.867432,38.86115598,-105.070486,Present
Noctuidae spp.,Lepidoptera,220,Rhodiola rhodantha,1,3914.317627,38.86168798,-105.06922,Present
Plusiinae spp.,Lepidoptera,224,Erigeron elatior,1,3414.441895,38.86066496,-105.054493,Present
Plusiinae spp.,Lepidoptera,224,Rhodiola rhodantha,1,3418.722656,38.859881,-105.055113,Present
Boloria chariclea,Lepidoptera,215,Pedicularis groenlandica,1,3901.772461,38.86116704,-105.070202,Present
Plusiinae spp.,Lepidoptera,203,Mertensia ciliata,1,3481.640869,38.87573596,-105.072642,Present
Plusiinae spp.,Lepidoptera,221,Chamaenerion angustifolium,1,3152.737549,38.89288802,-105.066065,Present
Plusiinae spp.,Lepidoptera,221,Chamaenerion angustifolium,1,3154.858643,38.89295197,-105.066094,Present
Rachiplusia spp.,Lepidoptera,222,Calochortus gunnisoni,1,3133.055664,38.87509299,-105.108913,Present
Syngrapha sp.,Lepidoptera,197,Cirsium scariosum/scopulorum,1,3592.94165,38.87644197,-105.06533,Present
Aglais milberti,Lepidoptera,199,Hymenoxys grandiflora,1,3609.14478,38.877293,-105.06545,Present
Nomada spp.,Hymenoptera,142,Prunus virginiana var. melanocarpa,2,2142.294678,38.85363104,-104.938162,Present
Nomada spp.,Hymenoptera,153,Antennaria parvifolia,3,2195.382812,38.862641,-104.937927,Present
Aglais milberti,Lepidoptera,223,Rhodiola rhodantha,1,3924.955322,38.86232601,-105.06871,Present
Aglais milberti,Lepidoptera,224,Erigeron subtrinervis,1,3379.450439,38.86138396,-105.054306,Present
Aglais milberti,Lepidoptera,192,Hymenoxys grandiflora,1,3581.8479,38.87646703,-105.064497,Present
Nomada spp.,Hymenoptera,174,Sedum lanceolatum,1,2207.044434,38.86341699,-104.937925,Present
Volucella facialis,Diptera,190,Bistorta bistortoides,1,3763.375,38.84528199,-105.02787,Present
Nomada spp.,Hymenoptera,145,Prunus pensylvanica,1,2092.718506,38.85267299,-104.937608,Present
Nomada spp.,Hymenoptera,149,Prunus virginiana var. melanocarpa,1,2101.674561,38.85407603,-104.936353,Present
Boloria chariclea,Lepidoptera,199,Solidago multiradiata,1,3550.48364,38.87136,-105.06233,Present
Boloria chariclea,Lepidoptera,223,Rhodiola rhodantha,1,3923.478027,38.86195402,-105.069072,Present
Boloria chariclea,Lepidoptera,223,Rhodiola rhodantha,1,3924.519531,38.86216298,-105.068828,Present
Cercyonis oetus,Lepidoptera,213,Heterotheca villosa,1,2436.709229,38.93584301,-105.030691,Present
Cercyonis oetus,Lepidoptera,213,Taraxacum officinale,1,2465.390137,38.93408197,-105.029889,Present
Cercyonis oetus,Lepidoptera,213,Heterotheca villosa,1,2437.74707,38.936087,-105.030678,Present
Boloria chariclea,Lepidoptera,216,Solidago simplex var. simplex,1,3475.104004,38.874764,-105.075718,Present
Coenonympha tullia,Lepidoptera,197,Sedum lanceolatum,1,2771.443115,38.92249902,-105.02266,Present
Osmia tristella,Hymenoptera,181,Penstemon glaber,1,2738.47876,38.90452,-105.012848,Present
Nomada spp.,Hymenoptera,142,Rubus deliciosus,1,2100.935791,38.85414401,-104.936346,Present
Megachile melanophaea,Hymenoptera,181,Campanula rotundifolia,1,2738.47876,38.90452,-105.012848,Present
Megachile melanophaea,Hymenoptera,181,Rubus idaeus,1,2738.47876,38.90452,-105.012848,Present
Trichodes ornatus,Coleoptera,176,Geranium caespitosum,1,2319.375488,38.85573297,-104.942082,Present
Nomada spp.,Hymenoptera,144,Prunus virginiana var. melanocarpa,1,2105.246582,38.85424099,-104.936035,Present
Hoplitis albifrons,Hymenoptera,193,Phacelia hasta/heterophylla,1,2719.900635,38.90461103,-105.012889,Present
Osmia bruneri,Hymenoptera,193,Phacelia hasta/heterophylla,1,2719.900635,38.90461103,-105.012889,Present
Trichodes ornatus,Coleoptera,172,Arnica fulgens,1,2204.020508,38.86637698,-104.941625,Present
Trichodes ornatus,Coleoptera,167,Potentilla fissa,1,2316.962646,38.85565099,-104.94155,Present
Trichodes ornatus,Coleoptera,174,Arnica fulgens,1,2199.27515,38.864672,-104.93988,Present
Trichodes ornatus,Coleoptera,177,Geranium caespitosum,1,2689.029541,38.85590103,-104.933788,Present
Trichodes ornatus,Coleoptera,203,Opuntia polyacantha var. polyacantha,1,1867.599854,38.72826098,-104.824043,Present
Trichodes ornatus,Coleoptera,195,Carduus nutans,1,2089.490967,38.85033603,-104.912892,Present
Trichodes ornatus,Coleoptera,195,Carduus nutans,1,2089.490967,38.85033603,-104.912892,Present
Trichodes ornatus,Coleoptera,206,Arnica fulgens,1,2164.046387,38.86028904,-104.932468,Present
Nomada spp.,Hymenoptera,187,Erigeron subtrinervis,1,2048.67627,38.85556298,-104.934233,Present
Trichodes ornatus,Coleoptera,165,Potentilla fissa,2,2578.08374,38.89078902,-104.975815,Present
Trichodes ornatus,Coleoptera,147,Potentilla fissa,1,2691.687988,38.88984203,-104.978438,Present
Trichodes ornatus,Coleoptera,165,Potentilla fissa,1,2809.88623,38.88870704,-104.9835,Present
Trichodes ornatus,Coleoptera,165,Potentilla fissa,1,2818.791748,38.88897099,-104.983687,Present
Trichodes ornatus,Coleoptera,161,Rubus deliciosus,1,2556.187744,38.89644002,-104.985256,Present
Trichodes ornatus,Coleoptera,192,Cymopterus lemmonii,1,2646.924316,38.90543698,-104.993481,Present
Trichodes ornatus,Coleoptera,200,Calochortus gunnisoni,1,2675.787354,38.90887801,-104.99497,Present
Trichodes ornatus,Coleoptera,192,Geranium caespitosum,1,2679.635254,38.90885504,-104.995039,Present
Dolichovespula arenaria,Hymenoptera,222,Chamaenerion angustifolium,1,3161.115723,38.88060702,-105.101454,Present
Trichodes ornatus,Coleoptera,199,Achillea millefolium,1,2628.61084,38.89875803,-105.000128,Present
Trichodes ornatus,Coleoptera,213,Geranium caespitosum,1,2631.96582,38.89859601,-105.000885,Present
Trichodes ornatus,Coleoptera,199,Geranium richardsonii,1,2633.39209,38.89766503,-105.003576,Present
Trichodes ornatus,Coleoptera,158,Prunus virginiana var. melanocarpa,1,2677.256104,38.89632099,-105.005946,Present
Trichodes ornatus,Coleoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Trichodes ornatus,Coleoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Trichodes ornatus,Coleoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Trichodes ornatus,Coleoptera,194,Rosa acicularis subsp. sayi,1,2710.857178,38.90429797,-105.015221,Present
Trigonorhinus griseus,Coleoptera,163,Erigeron vetensis,1,2638.86499,38.87759699,-104.978738,Present
Trirhabda sp.,Coleoptera,211,Solidago missouriensis,1,2579.090088,38.89052399,-104.975807,Present
Trirhabda sp.,Coleoptera,205,Solidago multiradiata,1,2543.104492,38.89127601,-104.974825,Present
Villa spp.,Diptera,223,Bidens bipinnata,1,2127.365723,38.85310197,-104.938079,Present
Villa spp.,Diptera,220,Dietra bigelovii,1,2181.5625,38.86229197,-104.935337,Present
Empididae spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Empididae spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Empis spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Empis spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Empis spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Empis spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Empis spp.,Diptera,168,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Iteaphila spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Iteaphila spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Iteaphila spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Iteaphila spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Iteaphila spp.,Diptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Xylota spp.,Diptera,202,Rosa acicularis subsp. sayi,1,2634.444824,38.897559,-105.003759,Present
Xylota spp.,Diptera,184,Erysimum capitatum,1,2786.440186,38.86393298,-104.998736,Present
Xylota spp.,Diptera,174,Cymopterus lemmonii,1,2626.579102,38.90321301,-104.992243,Present
Xylota spp.,Diptera,196,Geranium caespitosum,1,2760.283447,38.92533797,-105.021878,Present
Xylota spp.,Diptera,218,Chamaenerion angustifolium,1,2780.940918,38.92418697,-105.022239,Present
Xylota spp.,Diptera,187,Potentilla hippiana,1,2816.651611,38.92193601,-105.0251,Present
Xylota spp.,Diptera,188,Rosa acicularis subsp. sayi,1,2780.859131,38.92829896,-105.046711,Present
Xylota spp.,Diptera,188,Rosa acicularis subsp. sayi,1,2784.049072,38.92822897,-105.046952,Present
Xylota spp.,Diptera,204,Potentilla fruticosa,1,2793.928955,38.92765397,-105.047506,Present
Xylota spp.,Diptera,217,Geranium caespitosum,1,2794.677734,38.92803501,-105.047851,Present
Xylota spp.,Diptera,188,Caltha chionophila,1,3424.8479,38.85931003,-105.054985,Present
Xylota spp.,Diptera,188,Caltha chionophila,1,3424.8479,38.85931003,-105.054985,Present
Xylota spp.,Diptera,174,Sambucus racemosa,1,3140.962891,38.89141699,-105.067008,Present
Xylota spp.,Diptera,174,Sambucus racemosa,1,3140.962891,38.89141699,-105.067008,Present
Phyciodes pulchella,Lepidoptera,164,Erigeron vetensis,1,2790.518799,38.92253799,-105.022525,Present
Phyciodes cocyta,Lepidoptera,179,Geranium richardsonii,1,2764.407227,38.93072996,-105.045897,Present
Xylota spp.,Diptera,189,Penstemon glaber,1,2831.511719,38.88889999,-104.984217,Present
Poladryas arachne,Lepidoptera,213,Berteroa incana,1,2465.390137,38.93408197,-105.029889,Present
Xylota spp.,Diptera,184,Geranium caespitosum,1,2647.212646,38.85639396,-104.957312,Present
Xylota spp.,Diptera,158,Rosa acicularis subsp. sayi,1,2095.230713,38.85244399,-104.937954,Present
Xylota spp.,Diptera,174,Rosa acicularis subsp. sayi,1,2671.43042,38.85695103,-104.958279,Present
Xylota spp.,Diptera,189,Geranium richardsonii,1,2650.614014,38.90567704,-104.994151,Present
Xylota spp.,Diptera,199,Geranium caespitosum,1,2630.219727,38.89798799,-105.002913,Present
Polygonia gracilis,Lepidoptera,199,Hymenoxys grandiflora,1,3591.663574,38.87629,-105.06459,Present
Xylota spp.,Diptera,202,Penstemon glaber,1,3579.056885,38.87569397,-105.064109,Present
Megachile frigida,Hymenoptera,221,Chamaenerion angustifolium,1,2785.763184,38.92773,-105.047749,Present
Xylota spp.,Diptera,189,Geranium richardsonii,1,2690.967529,38.85608199,-104.95893,Present
Pseudopanurgus spp.,Hymenoptera,199,Geranium caespitosum,1,2766.016113,38.92529899,-105.021892,Present
Pseudopanurgus spp.,Hymenoptera,204,Veronica anagallis-aquatica,1,2791.894531,38.92739296,-105.047959,Present
Pseudopanurgus spp.,Hymenoptera,224,Geranium caespitosum,1,2769.092529,38.92529204,-105.021894,Present
Pseudopanurgus spp.,Hymenoptera,216,Frasera speciosa,1,2858.912842,38.92391296,-105.035051,Present
Pseudopanurgus spp.,Hymenoptera,205,Allium cernuum,1,2564.226318,38.89082498,-104.975495,Present
Nomada spp.,Hymenoptera,142,Mertensia lanceolata,1,2041.91333,38.855723,-104.93407,Present
Nomada spp.,Hymenoptera,160,Packera fendleri,1,2126.53735,38.858957,-104.93356,Present
Nomada spp.,Hymenoptera,146,Jamesia americana var. americana,1,2132.51392,38.85863,-104.93315,Present
Hylaeus affinis,Hymenoptera,168,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Hylaeus annulatus,Hymenoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Hylaeus annulatus,Hymenoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Hylaeus basalis,Hymenoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Speyeria aphrodite,Lepidoptera,196,Cirsium scariosum/scopulorum,1,2813.990234,38.92172797,-105.02526,Present
Hylaeus basalis,Hymenoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Hylaeus basalis,Hymenoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Hylaeus basalis,Hymenoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Hylaeus basalis,Hymenoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Hylaeus basalis,Hymenoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Hylaeus basalis,Hymenoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
Hylaeus basalis,Hymenoptera,167,Rubus deliciosus,1,2710.993164,38.90462402,-105.012906,Present
